fifa_version,short_name,overall,potential,age,league_name,club_name,nationality_name,pace,shooting,passing,dribbling,defending,physic
23,Lucas Mantela,82,82,22,Serie A,Palmeiras,Brazil,,,,,,
23,Josué Chiamulera,82,82,30,Serie A,Athletico PR,Brazil,78.0,43.0,56.0,64.0,85.0,79.0
23,T. Abraham,82,85,24,Serie A,Roma,England,83.0,81.0,66.0,78.0,36.0,80.0
23,R. Malinovskyi,82,82,29,Serie A,Atalanta,Ukraine,76.0,81.0,83.0,81.0,64.0,80.0
23,D. Dumfries,82,84,26,Serie A,Inter,Netherlands,83.0,63.0,70.0,73.0,78.0,89.0
23,Lucas Paquetá,82,87,24,Premier League,West Ham United,Brazil,72.0,78.0,79.0,85.0,69.0,78.0
23,A. Ramsdale,82,86,24,Premier League,Arsenal,England,,,,,,
23,A. Danjuma,82,83,25,La Liga,Villarreal,Netherlands,88.0,81.0,75.0,82.0,42.0,68.0
23,N. Mazraoui,82,86,24,Bundesliga,FC Bayern München,Morocco,84.0,66.0,77.0,82.0,76.0,74.0
23,Ferran Torres,82,88,22,La Liga,FC Barcelona,Spain,84.0,79.0,79.0,83.0,35.0,67.0
23,A. Tchouaméni,82,89,22,La Liga,Real Madrid,France,70.0,70.0,79.0,78.0,81.0,82.0
23,Dani Olmo,82,87,24,Bundesliga,RB Leipzig,Spain,67.0,76.0,81.0,86.0,50.0,59.0
23,B. Saka,82,89,20,Premier League,Arsenal,England,84.0,74.0,78.0,83.0,65.0,65.0
23,N. Schlotterbeck,82,88,22,Bundesliga,Borussia Dortmund,Germany,76.0,56.0,66.0,72.0,84.0,78.0
23,D. Núñez,82,89,23,Premier League,Liverpool,Uruguay,89.0,82.0,68.0,77.0,42.0,86.0
23,Antony,82,88,22,Premier League,Manchester United,Brazil,93.0,74.0,75.0,86.0,39.0,69.0
23,F. Wirtz,82,91,19,Bundesliga,Bayer 04 Leverkusen,Germany,78.0,73.0,80.0,86.0,51.0,60.0
23,Pepe,81,81,39,Liga Portugal,Porto,Portugal,77.0,51.0,60.0,61.0,81.0,87.0
23,João Moutinho,81,81,35,Premier League,Wolverhampton Wanderers,Portugal,47.0,71.0,84.0,79.0,71.0,66.0
23,C. Vela,81,81,33,Major League Soccer,Los Angeles FC,Mexico,77.0,79.0,76.0,83.0,30.0,64.0
23,J. Vertonghen,81,81,35,Jupiler Pro League,Anderlecht,Belgium,69.0,62.0,72.0,67.0,83.0,78.0
23,G. Bale,81,81,32,Major League Soccer,Los Angeles FC,Wales,80.0,84.0,81.0,79.0,55.0,69.0
23,Adán,81,81,35,Liga Portugal,Sporting CP,Spain,,,,,,
23,É. Banega,81,81,34,Pro League,Al Shabab,Argentina,62.0,74.0,83.0,82.0,75.0,72.0
23,E. Cavani,81,81,35,La Liga,Valencia,Uruguay,61.0,83.0,68.0,72.0,51.0,73.0
23,Rafael Tolói,81,81,31,Serie A,Atalanta,Italy,67.0,52.0,59.0,65.0,82.0,82.0
23,Oscar,81,81,30,Super League,Shanghai SIPG,Brazil,79.0,78.0,82.0,83.0,59.0,67.0
23,C. Smalling,81,81,32,Serie A,Roma,England,62.0,47.0,58.0,60.0,83.0,80.0
23,M. Götze,81,81,30,Bundesliga,Eintracht Frankfurt,Germany,67.0,74.0,83.0,84.0,55.0,67.0
23,N. Otamendi,81,81,34,Liga Portugal,Benfica,Argentina,63.0,57.0,62.0,59.0,83.0,81.0
23,H. Mkhitaryan,81,81,33,Serie A,Inter,Armenia,82.0,79.0,78.0,83.0,56.0,72.0
23,A. Areola,81,82,29,Premier League,West Ham United,France,,,,,,
23,J. Corona,81,81,29,La Liga,Sevilla,Mexico,82.0,65.0,80.0,86.0,73.0,67.0
23,T. Delaney,81,81,30,La Liga,Sevilla,Denmark,72.0,71.0,74.0,73.0,82.0,81.0
23,A. Lacazette,81,81,31,Ligue 1,Olympique Lyonnais,France,70.0,81.0,76.0,83.0,44.0,74.0
23,Neto,81,81,32,Premier League,AFC Bournemouth,Brazil,,,,,,
23,Marc Bartra,81,81,31,Super Lig,Trabzonspor,Spain,71.0,61.0,73.0,73.0,81.0,74.0
23,Pablo Sarabia,81,81,30,Ligue 1,Paris Saint Germain,Spain,73.0,76.0,82.0,82.0,57.0,59.0
23,H. Maguire,81,82,29,Premier League,Manchester United,England,48.0,57.0,68.0,67.0,80.0,84.0
23,N. Pope,81,81,30,Premier League,Newcastle United,England,,,,,,
23,J. Ward-Prowse,81,82,27,Premier League,Southampton,England,59.0,74.0,86.0,78.0,67.0,73.0
23,L. Ocampos,81,81,27,Eredivisie,Ajax,Argentina,80.0,81.0,77.0,82.0,62.0,83.0
23,E. Višća,81,81,32,Super Lig,Trabzonspor,Bosnia and Herzegovina,87.0,78.0,78.0,82.0,47.0,64.0
23,T. Savanier,81,81,30,Ligue 1,Montpellier,France,64.0,76.0,84.0,83.0,69.0,68.0
23,Felipe,81,81,33,La Liga,Atlético Madrid,Brazil,59.0,43.0,59.0,61.0,81.0,83.0
23,E. Forsberg,81,81,30,Bundesliga,RB Leipzig,Sweden,71.0,73.0,83.0,83.0,35.0,62.0
23,Lucas Vázquez,81,81,31,La Liga,Real Madrid,Spain,82.0,73.0,79.0,80.0,73.0,69.0
23,G. Laborde,81,81,28,Ligue 1,Nice,France,74.0,81.0,76.0,79.0,40.0,79.0
23,J. Hofmann,81,81,29,Bundesliga,Borussia Mönchengladbach,Germany,73.0,76.0,80.0,80.0,64.0,72.0
23,N. Tagliafico,81,81,29,Ligue 1,Olympique Lyonnais,Argentina,80.0,56.0,72.0,75.0,80.0,80.0
23,K. Demirbay,81,81,28,Bundesliga,Bayer 04 Leverkusen,Germany,69.0,76.0,81.0,82.0,71.0,72.0
23,O. Vlachodimos,81,83,28,Liga Portugal,Benfica,Greece,,,,,,
23,V. Grifo,81,81,29,Bundesliga,SC Freiburg,Italy,74.0,75.0,80.0,81.0,40.0,63.0
23,R. Andrich,81,82,27,Bundesliga,Bayer 04 Leverkusen,Germany,63.0,76.0,76.0,73.0,79.0,85.0
23,José Sá,81,82,29,Premier League,Wolverhampton Wanderers,Portugal,,,,,,
23,Ricardo Horta,81,81,27,Liga Portugal,Sporting Braga,Portugal,79.0,82.0,79.0,80.0,43.0,70.0
23,M. Uribe,81,81,31,Liga Portugal,Porto,Colombia,75.0,76.0,75.0,79.0,80.0,82.0
23,B. Bourigeaud,81,81,28,Ligue 1,Rennes,France,76.0,77.0,83.0,81.0,66.0,76.0
23,J. Musso,81,82,28,Serie A,Atalanta,Argentina,,,,,,
23,Iñaki Williams,81,81,28,La Liga,Athletic Club,Ghana,94.0,78.0,72.0,78.0,38.0,83.0
23,S. Fofana,81,81,27,Ligue 1,Lens,Côte d'Ivoire,73.0,74.0,75.0,80.0,73.0,85.0
23,A. Saint-Maximin,81,83,25,Premier League,Newcastle United,France,90.0,73.0,73.0,88.0,27.0,68.0
23,M. Politano,81,81,28,Serie A,Napoli,Italy,83.0,77.0,78.0,84.0,42.0,55.0
23,S. Lobotka,81,82,27,Serie A,Napoli,Slovakia,71.0,68.0,79.0,81.0,73.0,70.0
23,C. Tolisso,81,81,27,Ligue 1,Olympique Lyonnais,France,69.0,78.0,77.0,79.0,77.0,77.0
23,N. Keïta,81,82,27,Premier League,Liverpool,Guinea,69.0,74.0,76.0,86.0,69.0,68.0
23,H. Lozano,81,81,26,Serie A,Napoli,Mexico,93.0,76.0,72.0,82.0,41.0,62.0
23,M. Pašalić,81,81,27,Serie A,Atalanta,Croatia,75.0,79.0,76.0,80.0,67.0,77.0
23,L. Torreira,81,83,26,Super Lig,Galatasaray,Uruguay,72.0,70.0,76.0,80.0,78.0,76.0
23,K. Phillips,81,85,26,Premier League,Manchester City,England,66.0,65.0,77.0,76.0,79.0,82.0
23,Borja Iglesias,81,81,29,La Liga,Real Betis,Spain,66.0,82.0,65.0,74.0,40.0,81.0
23,J. Gomez,81,86,25,Premier League,Liverpool,England,80.0,30.0,67.0,69.0,81.0,78.0
23,G. Rodríguez,81,82,27,La Liga,Real Betis,Argentina,51.0,57.0,71.0,68.0,84.0,77.0
23,G. Lo Celso,81,83,26,La Liga,Villarreal,Argentina,71.0,75.0,83.0,84.0,68.0,72.0
23,K. Tierney,81,85,25,Premier League,Arsenal,Scotland,84.0,60.0,75.0,78.0,76.0,79.0
23,A. Zambo Anguissa,81,83,26,Serie A,Napoli,Cameroon,78.0,68.0,71.0,81.0,80.0,84.0
23,M. Akanji,81,82,26,Premier League,Manchester City,Switzerland,77.0,48.0,70.0,74.0,83.0,78.0
23,D. Zakaria,81,86,25,Premier League,Chelsea,Switzerland,82.0,64.0,73.0,77.0,80.0,85.0
23,Palhinha,81,83,26,Premier League,Fulham,Portugal,63.0,65.0,70.0,72.0,82.0,89.0
23,D. Upamecano,81,87,23,Bundesliga,FC Bayern München,France,82.0,43.0,61.0,68.0,80.0,81.0
23,G. Mancini,81,83,26,Serie A,Roma,Italy,67.0,45.0,50.0,59.0,81.0,87.0
23,Heberto Gaúcho,81,81,26,Serie A,Atlético Mineiro,Brazil,71.0,61.0,57.0,63.0,82.0,80.0
23,Adryan Zonta,81,81,30,Serie A,Bragantino,Brazil,93.0,66.0,75.0,76.0,72.0,77.0
23,Rosival Dourado,81,81,22,Serie A,Corinthians,Brazil,77.0,57.0,74.0,77.0,82.0,68.0
23,Adriano Bisesi,81,81,30,Serie A,Bragantino,Brazil,78.0,84.0,62.0,72.0,33.0,71.0
23,Welington Dano,81,81,22,Serie A,Atlético Mineiro,Brazil,79.0,54.0,76.0,79.0,75.0,74.0
23,Nailton Padrenda,81,81,26,Serie A,Atlético Mineiro,Brazil,82.0,73.0,77.0,82.0,52.0,70.0
23,Oswaldinato,81,81,30,Serie A,Flamengo,Brazil,76.0,81.0,67.0,77.0,20.0,78.0
23,M. Rashford,81,85,24,Premier League,Manchester United,England,87.0,82.0,75.0,81.0,41.0,71.0
23,Richarlison,81,84,25,Premier League,Tottenham Hotspur,Brazil,82.0,79.0,72.0,82.0,53.0,79.0
23,Gabriel,81,87,24,Premier League,Arsenal,Brazil,68.0,36.0,60.0,58.0,83.0,80.0
23,R. Le Normand,81,86,25,La Liga,Real Sociedad,France,63.0,25.0,53.0,58.0,83.0,80.0
23,I. Sangaré,81,86,24,Eredivisie,PSV,Côte d'Ivoire,66.0,66.0,73.0,75.0,81.0,86.0
23,E. Ndicka,81,85,22,Bundesliga,Eintracht Frankfurt,France,80.0,51.0,71.0,73.0,81.0,79.0
23,Y. Bissouma,81,86,25,Premier League,Tottenham Hotspur,Mali,72.0,68.0,75.0,79.0,80.0,77.0
23,D. Raum,81,85,24,Bundesliga,RB Leipzig,Germany,87.0,59.0,77.0,78.0,71.0,77.0
23,M. Terrier,81,84,25,Ligue 1,Rennes,France,85.0,81.0,75.0,78.0,36.0,70.0
23,A. Barák,81,82,27,Serie A,Fiorentina,Czech Republic,74.0,79.0,80.0,81.0,65.0,75.0
23,T. Souček,81,83,27,Premier League,West Ham United,Czech Republic,57.0,72.0,73.0,72.0,82.0,85.0
23,I. Konaté,81,88,23,Premier League,Liverpool,France,78.0,34.0,57.0,67.0,82.0,80.0
23,N. Zaniolo,81,88,22,Serie A,Roma,Italy,87.0,75.0,72.0,82.0,62.0,83.0
23,Cucurella,81,85,23,Premier League,Chelsea,Spain,76.0,68.0,78.0,80.0,77.0,74.0
23,L. Martínez,81,86,24,Premier League,Manchester United,Argentina,72.0,60.0,76.0,77.0,82.0,83.0
23,Matheus Cunha,81,86,23,La Liga,Atlético Madrid,Brazil,84.0,82.0,75.0,84.0,32.0,74.0
23,Pedro Gonçalves,81,86,24,Liga Portugal,Sporting CP,Portugal,76.0,80.0,80.0,84.0,56.0,64.0
23,M. Taremi,81,81,29,Liga Portugal,Porto,Iran,77.0,80.0,74.0,81.0,38.0,72.0
23,Pedro Porro,81,87,22,Liga Portugal,Sporting CP,Spain,82.0,71.0,75.0,80.0,75.0,78.0
23,Rodrygo,81,88,21,La Liga,Real Madrid,Brazil,88.0,76.0,74.0,84.0,32.0,56.0
23,E. Tapsoba,81,86,23,Bundesliga,Bayer 04 Leverkusen,Burkina Faso,70.0,54.0,65.0,70.0,83.0,79.0
23,D. Kulusevski,81,87,22,Premier League,Tottenham Hotspur,Sweden,78.0,77.0,79.0,83.0,56.0,76.0
23,Bruno Guimarães,81,86,24,Premier League,Newcastle United,Brazil,69.0,67.0,79.0,81.0,76.0,77.0
23,J. Gvardiol,81,89,20,Bundesliga,RB Leipzig,Croatia,82.0,54.0,69.0,74.0,80.0,83.0
23,J. Musiala,81,90,19,Bundesliga,FC Bayern München,Germany,76.0,73.0,75.0,87.0,63.0,60.0
23,G. Ochoa,80,80,36,,,Mexico,,,,,,
23,H. Herrera,80,80,32,Major League Soccer,Houston Dynamo,Mexico,66.0,75.0,76.0,76.0,76.0,82.0
23,A. Consigli,80,80,35,Serie A,Sassuolo,Italy,,,,,,
23,Raúl García,80,80,35,La Liga,Athletic Club,Spain,35.0,83.0,82.0,78.0,59.0,84.0
23,José Fonte,80,80,38,Ligue 1,Lille,Portugal,31.0,46.0,62.0,62.0,82.0,80.0
23,M. Hamšík,80,80,34,Super Lig,Trabzonspor,Slovakia,64.0,77.0,82.0,80.0,71.0,71.0
23,A. Candreva,80,80,35,Serie A,Salernitana,Italy,70.0,79.0,80.0,81.0,61.0,62.0
23,S. Mignolet,80,80,34,Jupiler Pro League,Club Brugge,Belgium,,,,,,
23,Joselu,80,80,32,La Liga,Espanyol,Spain,63.0,81.0,69.0,73.0,31.0,76.0
23,D. Ospina,80,80,33,Pro League,Al Nassr,Colombia,,,,,,
23,E. Capoue,80,80,33,La Liga,Villarreal,France,53.0,73.0,78.0,75.0,79.0,78.0
23,G. Wijnaldum,80,80,31,Serie A,Roma,Netherlands,69.0,71.0,77.0,80.0,77.0,78.0
23,M. Kruse,80,80,34,Bundesliga,VfL Wolfsburg,Germany,51.0,81.0,81.0,82.0,40.0,64.0
23,M. Darmian,80,80,32,Serie A,Inter,Italy,71.0,59.0,70.0,76.0,81.0,69.0
23,F. Coquelin,80,80,31,La Liga,Villarreal,France,68.0,68.0,78.0,79.0,78.0,80.0
23,D. Blind,80,80,32,Eredivisie,Ajax,Netherlands,42.0,62.0,82.0,79.0,81.0,70.0
23,Alex Sandro,80,80,31,Serie A,Juventus,Brazil,76.0,65.0,73.0,78.0,76.0,78.0
23,B. Leno,80,80,30,Premier League,Fulham,Germany,,,,,,
23,A. Delort,80,80,30,Ligue 1,Nice,Algeria,82.0,81.0,72.0,75.0,37.0,82.0
23,K. Kampl,80,80,31,Bundesliga,RB Leipzig,Slovenia,69.0,66.0,81.0,83.0,62.0,62.0
23,Jonathan Viera,80,80,32,La Liga 2,Las Palmas,Spain,80.0,75.0,79.0,81.0,63.0,72.0
23,C. Aránguiz,80,80,33,Bundesliga,Bayer 04 Leverkusen,Chile,46.0,71.0,79.0,77.0,76.0,71.0
23,Danilo,80,80,30,Serie A,Juventus,Brazil,72.0,67.0,73.0,74.0,81.0,79.0
23,Sergi Roberto,80,80,30,La Liga,FC Barcelona,Spain,74.0,63.0,79.0,77.0,75.0,72.0
23,Allan,80,80,31,Premier League,Everton,Brazil,70.0,69.0,73.0,79.0,79.0,77.0
23,J. Cillessen,80,80,33,Eredivisie,NEC,Netherlands,,,,,,
23,H. Vanaken,80,80,29,Jupiler Pro League,Club Brugge,Belgium,44.0,79.0,81.0,76.0,59.0,74.0
23,S. Ortega,80,80,29,Premier League,Manchester City,Germany,,,,,,
23,Danilo Pereira,80,80,30,Ligue 1,Paris Saint Germain,Portugal,56.0,63.0,70.0,71.0,79.0,85.0
23,Lucas Moura,80,80,29,Premier League,Tottenham Hotspur,Brazil,89.0,77.0,70.0,85.0,46.0,68.0
23,Morata,80,80,29,La Liga,Atlético Madrid,Spain,80.0,78.0,72.0,78.0,31.0,77.0
23,C. Biraghi,80,80,29,Serie A,Fiorentina,Italy,76.0,69.0,78.0,77.0,77.0,76.0
23,R. Freuler,80,80,30,Premier League,Nottingham Forest,Switzerland,68.0,71.0,75.0,78.0,75.0,74.0
23,E. Dier,80,81,28,Premier League,Tottenham Hotspur,England,54.0,64.0,70.0,65.0,80.0,84.0
23,Deulofeu,80,80,28,Serie A,Udinese,Spain,90.0,79.0,75.0,83.0,30.0,66.0
23,T. Hazard,80,80,29,Bundesliga,Borussia Dortmund,Belgium,75.0,76.0,79.0,83.0,53.0,65.0
23,T. Vaclík,80,80,33,,,Czech Republic,,,,,,
23,Edgar Badia,80,81,30,La Liga,Elche,Spain,,,,,,
23,K. Zouma,80,82,27,Premier League,West Ham United,France,62.0,51.0,62.0,56.0,80.0,84.0
23,M. Sabitzer,80,80,28,Bundesliga,FC Bayern München,Austria,72.0,81.0,79.0,79.0,66.0,76.0
23,A. Cragno,80,81,28,Serie A,Monza,Italy,,,,,,
23,L. Shaw,80,81,26,Premier League,Manchester United,England,76.0,54.0,78.0,78.0,79.0,78.0
23,M. Arnold,80,81,28,Bundesliga,VfL Wolfsburg,Germany,65.0,80.0,78.0,78.0,76.0,75.0
23,Kepa,80,83,27,Premier League,Chelsea,Spain,,,,,,
23,L. Paredes,80,80,28,Serie A,Juventus,Argentina,64.0,71.0,82.0,78.0,76.0,78.0
23,William Carvalho,80,80,30,La Liga,Real Betis,Portugal,35.0,65.0,77.0,73.0,75.0,84.0
23,B. Cristante,80,82,27,Serie A,Roma,Italy,54.0,73.0,77.0,75.0,77.0,78.0
23,Saúl,80,81,27,La Liga,Atlético Madrid,Spain,69.0,76.0,77.0,79.0,78.0,76.0
23,M. de Roon,80,80,31,Serie A,Atalanta,Netherlands,70.0,68.0,70.0,71.0,82.0,83.0
23,A. Belotti,80,80,28,Serie A,Roma,Italy,74.0,80.0,58.0,76.0,38.0,83.0
23,Fred,80,80,29,Premier League,Manchester United,Brazil,76.0,67.0,79.0,81.0,75.0,71.0
23,C. Günter,80,80,29,Bundesliga,SC Freiburg,Germany,80.0,58.0,71.0,71.0,75.0,82.0
23,A. Rabiot,80,81,27,Serie A,Juventus,France,75.0,73.0,76.0,79.0,76.0,79.0
23,Rui Silva,80,82,28,La Liga,Real Betis,Portugal,,,,,,
23,A. Romagnoli,80,80,27,Serie A,Lazio,Italy,66.0,40.0,55.0,67.0,83.0,77.0
23,Carles Gil,80,80,29,Major League Soccer,New England,Spain,71.0,70.0,81.0,80.0,39.0,64.0
23,A. Martial,80,83,26,Premier League,Manchester United,France,83.0,79.0,72.0,84.0,35.0,66.0
23,M. Dembélé,80,83,25,Ligue 1,Olympique Lyonnais,France,72.0,79.0,64.0,74.0,30.0,79.0
23,M. Flekken,80,81,29,Bundesliga,SC Freiburg,Netherlands,,,,,,
23,Alex Telles,80,80,29,La Liga,Sevilla,Brazil,79.0,74.0,81.0,77.0,75.0,71.0
23,S. Azmoun,80,81,27,Bundesliga,Bayer 04 Leverkusen,Iran,78.0,77.0,70.0,78.0,40.0,73.0
23,W. Benítez,80,82,29,Eredivisie,PSV,Argentina,,,,,,
23,J. Correa,80,80,27,Serie A,Inter,Argentina,84.0,75.0,76.0,84.0,39.0,69.0
23,Morales,80,80,34,La Liga,Villarreal,Spain,83.0,81.0,74.0,82.0,52.0,67.0
23,Álex Moreno,80,80,29,La Liga,Real Betis,Spain,88.0,68.0,73.0,76.0,75.0,69.0
23,M. Dahoud,80,82,26,Bundesliga,Borussia Dortmund,Germany,70.0,69.0,77.0,85.0,67.0,70.0
23,J. Ledesma,80,82,29,La Liga,Cádiz,Argentina,,,,,,
23,H. Traoré,80,80,30,Ligue 1,Rennes,Mali,83.0,57.0,72.0,76.0,75.0,78.0
23,A. Rebić,80,80,28,Serie A,Milan,Croatia,86.0,80.0,74.0,81.0,48.0,80.0
23,H. Hateboer,80,80,28,Serie A,Atalanta,Netherlands,82.0,64.0,71.0,77.0,77.0,76.0
23,M. Dúbravka,80,80,33,Premier League,Manchester United,Slovakia,,,,,,
23,D. Calvert-Lewin,80,84,25,Premier League,Everton,England,81.0,77.0,64.0,76.0,39.0,80.0
23,V. Lindelöf,80,81,27,Premier League,Manchester United,Sweden,59.0,51.0,72.0,72.0,82.0,76.0
23,L. Klostermann,80,82,26,Bundesliga,RB Leipzig,Germany,86.0,50.0,64.0,71.0,82.0,78.0
23,R. Karsdorp,80,81,27,Serie A,Roma,Netherlands,85.0,63.0,74.0,77.0,75.0,79.0
23,Joan Jordán,80,80,27,La Liga,Sevilla,Spain,59.0,75.0,81.0,76.0,68.0,75.0
23,J. Bowen,80,83,25,Premier League,West Ham United,England,78.0,77.0,75.0,81.0,44.0,66.0
23,Álex Berenguer,80,80,26,La Liga,Athletic Club,Spain,81.0,76.0,76.0,82.0,64.0,64.0
23,S. Bergwijn,80,85,24,Eredivisie,Ajax,Netherlands,86.0,78.0,75.0,83.0,42.0,70.0
23,E. Buendía,80,82,25,Premier League,Aston Villa,Argentina,71.0,74.0,81.0,83.0,66.0,70.0
23,U. Çakır,80,84,26,Super Lig,Trabzonspor,Turkey,,,,,,
23,G. Scamacca,80,86,23,Premier League,West Ham United,Italy,73.0,80.0,66.0,74.0,36.0,74.0
23,M. Dmitrović,80,81,30,La Liga,Sevilla,Serbia,,,,,,
23,Nélson Semedo,80,80,28,Premier League,Wolverhampton Wanderers,Portugal,83.0,57.0,69.0,80.0,75.0,74.0
23,Yeray,80,82,27,La Liga,Athletic Club,Spain,65.0,49.0,63.0,64.0,82.0,77.0
23,D. Calabria,80,83,25,Serie A,Milan,Italy,79.0,57.0,70.0,74.0,79.0,73.0
23,Mario Hermoso,80,82,27,La Liga,Atlético Madrid,Spain,75.0,49.0,73.0,71.0,81.0,80.0
23,D. Sow,80,82,25,Bundesliga,Eintracht Frankfurt,Switzerland,77.0,69.0,77.0,78.0,77.0,80.0
23,A. Wan-Bissaka,80,83,24,Premier League,Manchester United,England,82.0,50.0,66.0,75.0,78.0,73.0
23,L. Bailey,80,83,24,Premier League,Aston Villa,Jamaica,92.0,78.0,74.0,83.0,33.0,61.0
23,Maikel Catarino,80,80,26,Serie A,Corinthians,Brazil,76.0,51.0,70.0,77.0,77.0,70.0
23,Héniton Pires,80,80,26,Serie A,Flamengo,Brazil,,,,,,
23,Laure Santeiro,80,80,22,Serie A,Fluminense,Brazil,80.0,72.0,77.0,82.0,26.0,45.0
23,Tony Abranjes,80,80,34,Serie A,Internacional,Brazil,67.0,39.0,55.0,58.0,81.0,85.0
23,Arthur,80,82,25,Premier League,Liverpool,Brazil,71.0,65.0,80.0,86.0,72.0,69.0
23,Renato Sanches,80,85,24,Ligue 1,Paris Saint Germain,Portugal,83.0,74.0,77.0,84.0,72.0,84.0
23,Javi Galán,80,80,27,La Liga,Celta de Vigo,Spain,78.0,55.0,74.0,82.0,75.0,71.0
23,A. Lafont,80,85,23,Ligue 1,Nantes,France,,,,,,
23,M. Arambarri,80,85,26,La Liga,Getafe,Uruguay,61.0,64.0,73.0,73.0,78.0,77.0
23,D. Kamada,80,82,25,Bundesliga,Eintracht Frankfurt,Japan,74.0,68.0,79.0,83.0,46.0,61.0
23,X. Schlager,80,84,24,Bundesliga,RB Leipzig,Austria,67.0,70.0,73.0,77.0,73.0,81.0
23,L. Sinisterra,80,86,23,Premier League,Leeds United,Colombia,89.0,73.0,72.0,85.0,53.0,63.0
23,A. Isak,80,85,22,Premier League,Newcastle United,Sweden,83.0,79.0,68.0,83.0,29.0,68.0
23,H. Barnes,80,83,24,Premier League,Leicester City,England,86.0,77.0,75.0,81.0,45.0,64.0
23,F. Neuhaus,80,84,25,Bundesliga,Borussia Mönchengladbach,Germany,68.0,73.0,79.0,80.0,66.0,67.0
23,Y. En-Nesyri,80,85,25,La Liga,Sevilla,Morocco,78.0,80.0,59.0,74.0,35.0,76.0
23,E. Álvarez,80,84,24,Eredivisie,Ajax,Mexico,71.0,57.0,67.0,69.0,82.0,86.0
23,M. Guendouzi,80,86,23,Ligue 1,Olympique Marseille,France,73.0,66.0,79.0,77.0,77.0,80.0
23,B. Kamara,80,86,22,Premier League,Aston Villa,France,70.0,54.0,71.0,73.0,80.0,79.0
23,S. McTominay,80,83,25,Premier League,Manchester United,Scotland,63.0,74.0,74.0,75.0,78.0,85.0
23,N. Milenković,80,85,24,Serie A,Fiorentina,Serbia,64.0,45.0,62.0,62.0,81.0,83.0
23,W. McKennie,80,85,23,Serie A,Juventus,United States,82.0,74.0,76.0,80.0,78.0,83.0
23,J. Clauss,80,80,29,Ligue 1,Olympique Marseille,France,84.0,69.0,76.0,78.0,69.0,70.0
23,E. Smith Rowe,80,87,21,Premier League,Arsenal,England,78.0,71.0,76.0,81.0,32.0,61.0
23,T. Koopmeiners,80,84,24,Serie A,Atalanta,Netherlands,70.0,72.0,80.0,76.0,76.0,77.0
23,N. González,80,85,24,Serie A,Fiorentina,Argentina,87.0,73.0,73.0,83.0,45.0,64.0
23,R. Baku,80,84,24,Bundesliga,VfL Wolfsburg,Germany,82.0,73.0,73.0,81.0,70.0,78.0
23,D. Livaković,80,83,27,1. HNL,Dinamo Zagreb,Croatia,,,,,,
23,W. Saliba,80,87,21,Premier League,Arsenal,France,78.0,39.0,67.0,71.0,80.0,79.0
23,L. Majer,80,85,24,Ligue 1,Rennes,Croatia,69.0,73.0,81.0,83.0,60.0,67.0
23,A. Rrahmani,80,80,28,Serie A,Napoli,Kosovo,61.0,51.0,58.0,61.0,82.0,80.0
23,V. Tsygankov,80,85,24,Premier League,Dynamo Kyiv,Ukraine,85.0,74.0,78.0,80.0,46.0,59.0
23,V. Coufal,80,80,29,Premier League,West Ham United,Czech Republic,73.0,56.0,73.0,75.0,78.0,81.0
23,N. Aguerd,80,83,26,Premier League,West Ham United,Morocco,73.0,50.0,64.0,65.0,80.0,77.0
23,Reguilón,80,83,25,La Liga,Atlético Madrid,Spain,83.0,57.0,74.0,78.0,77.0,69.0
23,Renan Lodi,80,85,24,Premier League,Nottingham Forest,Brazil,83.0,68.0,76.0,80.0,74.0,75.0
23,J. Timber,80,88,21,Eredivisie,Ajax,Netherlands,82.0,47.0,67.0,77.0,81.0,81.0
23,S. Botman,80,86,22,Premier League,Newcastle United,Netherlands,58.0,37.0,60.0,62.0,80.0,84.0
23,Nuno Mendes,80,88,20,Ligue 1,Paris Saint Germain,Portugal,89.0,57.0,73.0,78.0,74.0,73.0
23,J. Frimpong,80,86,21,Bundesliga,Bayer 04 Leverkusen,Netherlands,94.0,54.0,73.0,83.0,72.0,70.0
23,G. Buffon,79,79,44,Serie B,Parma,Italy,,,,,,
23,Joaquín,79,79,40,La Liga,Real Betis,Spain,66.0,78.0,85.0,79.0,44.0,53.0
23,Diego López,79,79,40,La Liga,Rayo Vallecano,Spain,,,,,,
23,A. Talavera,79,79,39,,,Mexico,,,,,,
23,S. Mandanda,79,79,37,Ligue 1,Rennes,France,,,,,,
23,J. Evans,79,79,34,Premier League,Leicester City,Northern Ireland,50.0,32.0,60.0,58.0,82.0,76.0
23,E. Lamela,79,79,30,La Liga,Sevilla,Argentina,68.0,77.0,79.0,83.0,53.0,69.0
23,D. Wass,79,79,33,Superliga,Brøndby,Denmark,73.0,77.0,80.0,76.0,75.0,75.0
23,Ó. Trejo,79,79,34,La Liga,Rayo Vallecano,Argentina,68.0,76.0,78.0,82.0,71.0,77.0
23,A. Witsel,79,79,33,La Liga,Atlético Madrid,Belgium,34.0,63.0,79.0,75.0,78.0,74.0
23,J. Hernández,79,79,34,Major League Soccer,LA Galaxy,Mexico,72.0,77.0,64.0,76.0,31.0,68.0
23,Sergio Asenjo,79,79,33,La Liga,Real Valladolid,Spain,,,,,,
23,A. Modeste,79,79,34,Bundesliga,Borussia Dortmund,France,69.0,78.0,63.0,70.0,35.0,79.0
23,F. Muslera,79,79,36,Super Lig,Galatasaray,Uruguay,,,,,,
